Database Name	operetta
Database Link	http://10.45.1.197/ODA/OdaService.asmx
Evaluation Signature	49193b09-c41e-4ed2-81fc-d5944496572c
Plate Name	4.imp.parpTG
Measurement	Measurement 1
Evaluation	Evaluation1
Population	Population - full nuclei

[Data]
Row	Column	Timepoint	Field	Object No	X	Y	Bounding Box	Position X [µm]	Position Y [µm]	Compound	Concentration	Cell Type	Cell Count	full nuclei - Object No in nuclei	full nuclei - Total Spot Area	full nuclei - Relative Spot Intensity	full nuclei - Number of Spots	full nuclei - Number of Spots per Area of Nucleus	full nuclei - areainum2n Area [µm²]	full nuclei - areainum2n Roundness	full nuclei - areaum2Spot Area [µm²]- Sum per Cell 	full nuclei - %areacoveredbyspots	
2	3	0	19	5	785	578	[767,560,804,597]	-1218.33	1925.76					9	0	0	0	0	94.2328	0.904131	0	0	
2	3	0	19	6	681	628	[656,609,710,647]	-1249.19	1911.09					10	34	0.0018127	1	0.000636537	139.266	0.820123	3.01403	2.16423	
2	3	0	19	7	405	835	[387,816,429,854]	-1331.09	1849.42					11	0	0	0	0	109.126	0.885346	0	0	
2	3	0	19	8	449	1003	[425,980,473,1026]	-1318.63	1799.56					12	0	0	0	0	148.219	0.870655	0	0	
2	3	0	19	9	481	1061	[464,1046,501,1076]	-1308.79	1782.17					13	0	0	0	0	79.2513	0.962377	0	0	
2	3	0	19	10	732	124	[708,101,755,149]	-1234.55	2060.62					14	99	0.00320869	4	0.00225734	157.084	0.879969	8.77615	5.58691	
2	3	0	19	11	785	133	[753,106,814,163]	-1218.52	2058.16					15	246	0.00973291	10	0.00380807	232.79	0.864234	21.8074	9.36786	
2	3	0	19	12	272	153	[242,123,311,185]	-1370.3	2052.25					16	337	0.005699	15	0.00464972	285.978	0.943714	29.8744	10.4464	
2	3	0	19	13	622	404	[596,381,647,428]	-1267.18	1977.8					17	0	0	0	0	158.946	0.892819	0	0	
2	3	0	19	14	1037	505	[1007,476,1068,534]	-1143.19	1947.47					18	97	0.00161407	4	0.00147221	240.857	0.876029	8.59886	3.57011	
2	3	0	19	15	223	546	[200,522,249,573]	-1385.73	1935.36					19	48	0.00176355	2	0.00110314	160.719	0.858844	4.2551	2.64755	
2	3	0	19	16	791	705	[765,675,815,735]	-1216.94	1887.57					20	79	0.00158713	4	0.00178811	198.306	0.849986	7.00319	3.53152	
2	3	0	19	17	581	839	[540,800,636,878]	-1277.71	1847.35					21	44	0.000308565	1	0.000172176	514.868	0.813263	3.90051	0.757576	
2	3	0	25	1	416	43	[393,22,438,67]	286	1762.04					2	44	0.00449455	1	0.000665779	133.149	0.894283	3.90051	2.92943	
2	3	0	25	2	881	74	[862,57,911,91]	426.43	1753.25					3	121	0.00533311	5	0.00359454	123.309	0.884946	10.7264	8.69878	
2	3	0	25	3	97	370	[72,349,126,396]	191.69	1664.29					4	199	0.00614503	9	0.00564972	141.216	0.880739	17.641	12.4922	
2	3	0	25	4	42	420	[26,400,60,448]	175.15	1648.98					5	50	0.00135708	2	0.00151976	116.661	0.929096	4.4324	3.79939	
2	3	0	25	5	668	457	[646,429,691,490]	361.24	1638.27					6	90	0.00300757	4	0.00187529	189.086	0.854895	7.97832	4.21941	
2	3	0	25	6	38	540	[17,520,60,561]	173.8	1614.32					7	35	0.00351064	1	0.000747384	118.611	0.929435	3.10268	2.61584	
2	3	0	25	7	503	134	[462,108,532,163]	310.45	1734.69					10	535	0.0126711	27	0.00930072	257.345	0.893732	47.4267	18.4292	
2	3	0	25	8	902	138	[876,116,929,160]	431.23	1734.17					11	88	0.0026974	3	0.0015932	166.924	0.911502	7.80102	4.67339	
2	3	0	25	9	575	191	[543,149,610,223]	334.17	1719.67					12	840	0.0130405	37	0.0093035	352.553	0.920562	74.4643	21.1214	
2	3	0	25	10	390	266	[356,232,423,302]	278.52	1695.9					13	603	0.0114195	28	0.00766493	323.831	0.910113	53.4547	16.507	
2	3	0	25	11	1003	279	[976,252,1030,307]	461.1	1691.74					14	342	0.0106892	15	0.00669344	198.66	0.949717	30.3176	15.261	
2	3	0	25	12	91	445	[65,418,119,474]	189.66	1642.62					15	186	0.00342955	8	0.00345274	205.397	0.909084	16.4885	8.02762	
2	3	0	25	13	233	903	[205,875,270,932]	232.87	1506.11					16	59	0.000828975	3	0.00105263	252.647	0.873827	5.23023	2.07018	
2	3	0	13	1	345	51	[315,30,367,74]	587.07	2082.54					1	0	0	0	0	152.829	0.944753	0	0	
2	3	0	13	2	98	184	[77,164,120,211]	515.06	2042.76					2	172	0.00419864	6	0.00398936	133.327	0.942341	15.2475	11.4362	
2	3	0	13	3	195	160	[155,131,221,218]	541.21	2046.64					3	352	0.00702139	16	0.00453901	312.484	0.820126	31.2041	9.98582	
